49.151536,15.192732
49.151536,16.0578394555
49.151536,16.9192034411
49.151536,17.7766463514
49.151536,18.6299949091
49.151536,19.4790803048
49.151536,20.3237383257
49.151536,21.1638094732
49.151536,21.9991390686
49.151536,22.8295773481
49.151536,23.6549795458
50.0498512841,15.192732
50.0498512841,16.0578394555
50.0498512841,16.9192034411
50.0498512841,17.7766463514
50.0498512841,18.6299949091
50.0498512841,19.4790803048
50.0498512841,20.3237383257
50.0498512841,21.1638094732
50.0498512841,21.9991390686
50.0498512841,22.8295773481
50.0498512841,23.6549795458
50.9481665682,15.192732
50.9481665682,16.0578394555
50.9481665682,16.9192034411
50.9481665682,17.7766463514
50.9481665682,18.6299949091
50.9481665682,19.4790803048
50.9481665682,20.3237383257
50.9481665682,21.1638094732
50.9481665682,21.9991390686
50.9481665682,22.8295773481
50.9481665682,23.6549795458
51.8464818524,15.192732
51.8464818524,16.0578394555
51.8464818524,16.9192034411
51.8464818524,17.7766463514
51.8464818524,18.6299949091
51.8464818524,19.4790803048
51.8464818524,20.3237383257
51.8464818524,21.1638094732
51.8464818524,21.9991390686
51.8464818524,22.8295773481
51.8464818524,23.6549795458
52.7447971365,15.192732
52.7447971365,16.0578394555
52.7447971365,16.9192034411
52.7447971365,17.7766463514
52.7447971365,18.6299949091
52.7447971365,19.4790803048
52.7447971365,20.3237383257
52.7447971365,21.1638094732
52.7447971365,21.9991390686
52.7447971365,22.8295773481
52.7447971365,23.6549795458
53.6431124206,15.192732
53.6431124206,16.0578394555
53.6431124206,16.9192034411
53.6431124206,17.7766463514
53.6431124206,18.6299949091
53.6431124206,19.4790803048
53.6431124206,20.3237383257
53.6431124206,21.1638094732
53.6431124206,21.9991390686
53.6431124206,22.8295773481
53.6431124206,23.6549795458
54.5414277047,15.192732
54.5414277047,16.0578394555
54.5414277047,16.9192034411
54.5414277047,17.7766463514
54.5414277047,18.6299949091
54.5414277047,19.4790803048
54.5414277047,20.3237383257
54.5414277047,21.1638094732
54.5414277047,21.9991390686
54.5414277047,22.8295773481
